教育科学与儿童心理学,皮亚杰,841,1982年,,,
医学心理学教程,吴均林,716,2001年,,,
荣格心理学入门:新知文库,霍尔,817,1987年,,,
现代心理学,石凤妍,775,1994年,,,
情绪心理学,斯托曼K.T,1986,1986年,,,
当代西方心理学新词典,车文博,709,2001年,,,
高等教育心理学,林金霞,535,2011年,,,
医用心理学,袁耿清,706,2001年,,,
语言心理学,彭聃龄,782,1991年,,,
个性心理学,高玉祥,790,1989年,,,
语言心理学,彭聃龄,782,1991年,,,
个性心理学,高玉祥,790,1989年,,,
当代心理学的新进展,郭本禹,658,2003年,,,
环境心理学,文先勤,759,1989年,,,
普通心理学,张积家,631,2004年,,,
第三思潮:马斯洛心理学,戈布尔著,741,1987年,,,
现代心理学史,杜·舒尔茨,1981,1981年,,,
高中生心理学,郑和钧,706,1993年,,,
创造力心理学,俞国良,682,1996年,,,
儿童发展心理学,李丹,731,1987年,,,
基于人工神经网络的风电功率预测,范高锋,1254,2008年
基于神经网络的元胞自动机及模拟复杂土地利用系统,黎夏,911,2005年
神经网络系统理论,焦李成,6653,1990年
基于神经网络的单元自动机CA及真实和忧化的城市模拟,黎夏,729,2002年
位移反分析的进化神经网络方法研究,冯夏庭,942,1999年
基于新型神经网络的电网故障诊断方法,毕天姝,778,2002年
人工神经网络与模拟进化计算,阎平凡,5516,1900年
神经网络与模糊控制,张乃尧,3379,1998年
神经网络设计,Martin T. Hagan,2947,2002年
神经网络设计,MartinT.Hagan,2947,2002年
神经网络模型及其MATLAB仿真程序设计,周开利,3211,2005年
神经网络理论与MATLAB 7实现,飞思科技产品研发中心,2716,2005年
一种基于人工神经网络的谐波测量方法,王群,502,1999年
基于人工神经网络方法的上市公司经营失败预警研究,刘洪,341,2004年
神经网络设计,哈根,2776,2002年
神经网络原理,SIMONHAYKIN,2438,2004年
神经网络原理,海金,2436,2004年
人工神经网络与模拟进化计算(第2版),阎平凡,2059,2005年
神经网络应用技术,胡守仁,2285,1993年
MATLAB神经网络应用设计,张德丰,1340,2012年
基于肤色模型、神经网络和人脸结构模型的平面旋转人脸检测,张洪明,561,2002年
神经网络与神经计算机:第二讲 神经网络的学习算法,庄镇泉,967,1990年
神经网络与神经计算机:第一讲 神经网络模型,庄镇泉,962,1990年
基于人工神经网络的风电功率短期预测系统,范高锋,461,2008年
遗传算法与神经网络的结合,李敏强,615,1999年
基于主成分分析和神经网络的近红外光谱苹果品种鉴别方法研究,何勇,416,2006年
神经网络与神经计算机,庄镇泉,878,1992年
神经网络与神经计算机 第三讲 神经器件,王东生,728,1990年
神经网络与神经计算机:第五讲 光神经计算机,王东生,850,1990年
神经网络与神经计算机:第六讲 神经网络在视觉信息处理中的应用,王煦法,847,1990年
神经网络与神经计算机:第八讲神经网络在机器人控制中的应用,王煦法,843,1990年
《人工神经网络理论、设计及应用》——神经细胞、神经网络和神经系统,韩力群,1769,2005年
神经网络算法在机器人眼手系统中的应用,胡德文,458,1991年
MATLAB神经网络仿真与应用,闻新,2719,2003年
基于神经网络的智能诊断,虞和济,2031,2000年
人工神经网络原理及仿真实例,高隽,2601,2003年
MATLAB神经网络应用设计,闻新,2721,2000年
有教师的线性基本函数前向三层神经网络结构研究,高大启,532,1998年
神经网络原理,Simon Haykin,2463,2004年
基于神经网络集成的多视角人脸识别,周志华,304,2001年
基于粒子群优化的神经网络训练算法研究,高海兵,689,2004年
人工神经网络研究现状及其展望,朱大奇,1065,2004年
基于人工神经网络的大型电厂锅炉飞灰含碳量建模,周昊,343,2002年
基于BP神经网络的上市公司财务预警模型,杨淑娥,613,2005年
深度卷积神经网络在计算机视觉中的应用研究综述,卢宏涛,386,2016年
有教师的线性基本函数前向三层神经网络结构研究,高大启,1240,1997年
模型参数误差对用神经网络进行结构损伤识别的影响,王柏生,331,2000年
具有二重趋势性的季节型电力负荷预测组合优化灰色神经网络模型,牛东晓,339,2002年
神经网络极速学习方法研究,邓万宇,270,2010年
神经网络导论,胡守仁,2500,1993年
图像理解中的卷积神经网络,常亮,252,2016年
基于神经网络技术的复杂框架结构节点损伤的两步诊断法,瞿伟廉,302,2003年
基于递归模糊神经网络的感应电机无速度传感器矢量控制,王耀南,305,2004年
基于MATLAB的BP神经网络预测系统的设计,李萍,481,2008年
基于神经网络的开关磁阻电机无位置传感器控制,夏长亮,283,2005年
基于核函数的SVM机与三层前向神经网络的关系,张铃,255,2002年
神经网络与应用,董长虹,1781,2005年
基于RBF神经网络的无刷直流电机无位置传感器控制,夏长亮,324,2002年
基于小波分解和人工神经网络的短期负荷预测,徐军华,299,2004年
基于RBF神经网络的电网可靠性评估模型研究,吴开贵,292,2000年
人工神经网络实用教程,杨建刚,1729,2001年
基于FFT和神经网络的非整数次谐波检测方法,向东阳,382,2005年
新型RBF神经网络及在热工过程建模中的应用,刘志远,289,2002年
人工神经网络模型在地学研究中的应用进展,李双成,377,2003年
天气敏感型神经网络在地区电网短期负荷预测中的应用,贺蓉,358,2001年
基于神经网络的负荷组合预测模型研究,谢开贵,252,2002年
神经网络的应用与实现,焦李成,1746,1993年
面向MATLAB工具箱的神经网络理论与应用,丛爽,1314,2009年
人工神经网络原理及应用,朱大奇 史慧,1382,2006年
混沌神经网络负荷建模的理论研究,姚建刚,247,2002年
神经网络计算,焦李成,1649,1993年
人工神经网络理论、设计及应用:人工神经细胞、人工神经网络和人工神经系统,韩力群,1475,2002年
基于小波—BP神经网络的短期风电功率预测方法,师洪涛,296,2011年
基于小波神经网络和故障录波数据的电网故障类型识别,杨光亮,259,2006年
基于模糊优选和神经网络的企业财务危机预警,周敏,285,2002年
区域水资源可持续利用评价的人工神经网络模型,宋松柏,320,2004年
基于混沌学习算法的神经网络短期负荷预测,丁军威,274,2000年
基于模糊神经网络的永磁同步电动机矢量控制系统,曹先庆,285,2006年
Neural network design =:神经网络设计,Hagan,1382,2002年
基于函数正交基展开的过程神经网络学习算法,许少华,270,2004年
MATLAB6.5辅助神经网络分析与设计,飞思科技产品研发中心,1312,2003年
基于人工神经网络的商业银行信用风险模型,章忠志,314,2003年
基于神经网络的PMSM速度和位置自适应观测器的设计,李鸿儒,258,2002年
人工神经网络及其应用,文传源,584,1997年
人工神经网络的模型及其应用,张立明,1392,1993年
近红外光谱测定茶叶中茶多酚和茶多糖的人工神经网络模型研究,罗一帆,413,2005年
神经网络设计,黑根,1238,2002年
虫草氨基酸的人工神经网络-近红外光谱快速测定方法,赵琛,237,2004年
论基于MATLAB语言的BP神经网络的改进算法,苏高利,559,2003年
人工神经网络理论、设计及应用,韩力群,1211,2002年
一种基于奇异值特征的神经网络人脸识别新途径,甘俊英,283,2004年
基于蚁群算法的多层前馈神经网络,洪炳熔,351,2003年
智能控制系统:模糊逻辑 专家系统 神经网络控制,王耀南,1164,1996年
边坡岩体稳定性的人工神经网络预测模型,陈昌彦,462,2001年
化学中的人工神经网络法,许禄,313,2000年
RBF神经网络理论及其在控制中的应用,王旭东,449,1997年
一种基于脉冲耦合神经网络和图像熵的自动图像分割方法,马义德,400,2002年
基于模糊神经网络的企业财务危机非线性组合预测方法研究,李秉祥,269,2005年
神经网络控制,徐丽娜,836,2009年
一种模板匹配和神经网络的车牌字符识别方法,王敏,431,2001年
模糊理论和神经网络的基础与应用,赵振宇,1072,1996年
前向神经网络隐含层节点数的一种优化算法,夏克文,447,2005年
MATLAB神经网络30个案例分析,MATLAB中文论坛,797,2010年
BP人工神经网络自适应学习算法的建立及其应用,李晓峰,313,2004年
人工神经网络算法研究及应用,杨源杰,914,2002年
人工神经网络与盲信号处理,杨行峻,965,2003年
基于人工神经网络的集成预报方法研究和比较,金龙,268,1999年
神经网络控制技术及其应用,何玉彬,992,2000年
小波分析与神经网络结合的研究进展,陈哲,384,2000年
Matlab神经网络与应用,董长虹,858,2007年
面向MATLAB工具箱的神经网络理论与应用(第3版),丛爽,919,2003年
人工神经网络的发展及应用,毛健,461,2011年
用径向基函数神经网络模型预报感潮河段洪水位,黄国如,263,2003年
神经网络在预测中的一些应用研究,刘豹,253,1999年
用BP神经网络预测股票市场涨跌,吴微,541,2001年
BP神经网络模型在地下水水质评价中的应用,倪深海,410,2000年
灰色-神经网络模型在滑坡变形预测中的应用,吴益平,269,2007年
改进粒子群算法优化BP神经网络的短时交通流预测,李松,314,2012年
土壤环境质量评价的径向基函数神经网络的模型设计与应用,胡焱弟,267,2006年
人工神经网络BP算法的改进及其应用,李晓峰,570,2000年
人工神经网络导论,蒋宗礼,837,2001年
基于MATLAB的系统分析与设计:神经网络,楼顺天,869,1998年
SOM神经网络算法的研究与进展,杨占华,262,2006年
基于MATLAB的系统分析与设计.3,神经网络,楼顺天,863,1998年
神经网络模型在非线性位移反分析中的应用,李立新,273,1997年
盾构施工扰动与地层移动及其智能神经网络预测,孙钧,2001,2001年
基于BP神经网络的企业技术创新能力评价及应用研究,夏维力,316,2005年
神经网络理论与应用,徐秉铮,869,1994年
商业银行信贷风险分析的人工神经网络模型研究,郝丽萍,338,2001年
神经网络及其在工程中的应用,张际先,832,1996年
BP神经网络权值初始值与收敛性问题研究,杨伟,295,2002年
前馈神经网络中的反向传播算法及其改进:进展与展望,刘曙光,296,1996年
人工神经网络教程,韩力群,686,2006年
基于人工神经网络的商业银行贷款风险预警研究,杨保安,249,2001年
利用模态试验参数识别结构损伤的神经网络法,陆秋海,300,1999年
基于多元判别分析和神经网络技术的公司财务困境预警,张玲,271,2005年
深基坑工程变形预报神经网络法的初步研究,孙海涛,307,1998年
基于遗传算法的人工神经网络,李伟超,255,2006年
基于神经网络最优组合预测方法的应用研究,张青,253,2001年
BP神经网络的改进及其应用,张文鸽,328,2003年
神经网络模式识别及其实现,潘蒂,719,1999年
神经网络模式识别及其实现,潘迪,719,1999年
企业技术创新能力的神经网络检验分析,周毓萍,277,2000年
人工神经网络技术及应用,陈祥光,667,2003年
基于BP神经网络的产品成本预测,胥悦红,274,2000年
BP神经网络应用中的前后处理过程研究,陈小前,340,2002年
多层前向人工神经网络,赵林明,687,1999年
人工神经网络在多源遥感影像分类中的应用,贾永红,292,2000年
MATLAB神经网络应用设计,傅荟璇,528,2010年
人工神经网络导论,张青贵,623,2004年
人工神经网络导论,张青贵,2004,2004年
人工神经网络技术及其应用,王洪元,645,2002年
神经网络的泛化理论和泛化方法,魏海坤,313,2001年
神经网络在图像处理中的应用,许锋,394,2003年
基于神经网络的结构优化与损伤检测,姜绍飞,627,2002年
基于粗糙集的神经网络建模方法研究,黎明,251,2002年
神经网络及其在系统识别应用中的逼近问题,陈天平,295,1994年
模糊逻辑与神经网络,刘增良,675,1996年
模糊逻辑与神经网络-理论研究与探索MO HU LUO JI YU SHEN JING WANG LAO-LI LUN YAN JIU YU TANSUO,刘增良,675,1996年
模糊逻辑与神经网络:理论研究与探索,刘增良,671,1996年
RBF神经网络的函数逼近能力及其算法,柴杰,382,2002年
通用神经网络硬件中神经元基本数学模型的讨论,王守觉,309,2001年
基于混沌和神经网络的弱信号探测,何建华,350,1998年
神经网络控制系统的研究与展望,周其节,257,1992年
基于BP神经网络PID参数自整定的研究,廖芳芳,378,2005年
神经网络原理及其应用,程相君,636,1995年
基于Levenberg—Marquardt算法的神经网络监督控制,赵弘,319,2002年
基于RBF神经网络的网络安全态势预测方法,任伟,246,2006年
基于改进BP神经网络的预测模型及其应用,王钰,443,2005年
遗传算法优化BP神经网络的短时交通流混沌预测,李松,249,2011年
